subject,run,sfreq,n_chan,duration_s,n_ann,n_T0,n_T1,n_T2,dur_T1,dur_T0,first_desc,max_abs_uv
53,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,616.9999999999999
53,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,610.0
54,1,160.0,64,61.0,1,1,0,0,,60.2,T0,647.0
54,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,692.9999999999999
54,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,649.0
54,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,654.0
54,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,646.0
54,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,664.0
54,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,647.0
55,1,160.0,64,61.0,1,1,0,0,,60.2,T0,274.0
55,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,133.0
55,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,134.0
55,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,134.0
55,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,134.0
55,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,134.0
55,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,148.0
56,1,160.0,64,61.0,1,1,0,0,,60.2,T0,563.0
56,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,598.9999999999999
56,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,574.0
56,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,602.0
56,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,612.0
56,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,681.0
56,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,619.0
57,1,160.0,64,61.0,1,1,0,0,,60.2,T0,491.99999999999994
57,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,611.0
57,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,432.0
57,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,618.0
57,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,594.9999999999999
57,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,637.0
57,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,588.0
58,1,160.0,64,61.0,1,1,0,0,,60.2,T0,348.0
58,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,316.0
58,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,297.0
58,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,285.0
58,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,294.99999999999994
58,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,308.0
58,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,357.0
59,1,160.0,64,61.0,1,1,0,0,,60.2,T0,710.9999999999999
59,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,736.0
59,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,790.9999999999999
59,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,780.0
59,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,781.9999999999999
59,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,789.0
59,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,789.0
60,1,160.0,64,61.0,1,1,0,0,,60.2,T0,634.9999999999999
60,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,687.0
60,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,692.9999999999999
60,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,727.0
60,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,740.0
60,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,718.0
60,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,676.0
61,1,160.0,64,61.0,1,1,0,0,,60.2,T0,605.0
61,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,721.0
61,4,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,637.0
61,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,759.0
61,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,677.0
61,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,646.0
61,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,690.0
62,1,160.0,64,61.0,1,1,0,0,,60.1,T0,288.0
62,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,361.0
62,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,289.0
62,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,294.0
62,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,290.0
62,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,290.0
62,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,292.0
63,1,160.0,64,61.0,1,1,0,0,,60.3,T0,288.0
63,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,298.0
63,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,321.99999999999994
63,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,345.0
63,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,347.0
63,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,338.0
63,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,328.0
64,1,160.0,64,61.0,1,1,0,0,,60.1,T0,269.0
64,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,130.0
64,4,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,131.0
64,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
64,8,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,131.0
64,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
64,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.0
65,1,160.0,64,61.0,1,1,0,0,,60.2,T0,806.0
65,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,624.0
65,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,597.0
65,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,610.0
65,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,625.9999999999999
65,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,594.0
65,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,616.0
66,1,160.0,64,61.0,1,1,0,0,,60.2,T0,321.0
66,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,303.99999999999994
66,4,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,318.0
66,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,326.0
66,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,328.0
66,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,326.0
66,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,328.0
67,1,160.0,64,61.0,1,1,0,0,,60.2,T0,174.0
67,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,139.0
67,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,151.99999999999997
67,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,178.0
67,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,173.0
67,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,169.0
67,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,140.0
68,1,160.0,64,61.0,1,1,0,0,,60.2,T0,667.0
68,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,643.9999999999999
68,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,637.0
68,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,643.0
68,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,642.0
68,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,642.0
68,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,641.0
69,1,160.0,64,60.0,1,1,0,0,,60.0,T0,327.0
69,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,365.0
69,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,337.0
69,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,363.99999999999994
69,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,363.99999999999994
69,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,372.0
69,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,378.0
70,1,160.0,64,61.0,1,1,0,0,,60.2,T0,646.0
70,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,621.9999999999999
70,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,624.0
70,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,634.0
70,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,640.0
70,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,779.0
70,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,641.0
71,1,160.0,64,61.0,1,1,0,0,,60.2,T0,611.0
71,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,567.9999999999999
71,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,567.0
71,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,647.9999999999999
71,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,583.0
71,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,446.0
71,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,553.0
72,1,160.0,64,61.0,1,1,0,0,,60.2,T0,272.0
72,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
72,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,135.0
72,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,133.0
72,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,133.0
72,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,136.0
72,12,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,137.0
73,1,160.0,64,61.0,1,1,0,0,,60.2,T0,292.99999999999994
73,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,159.0
73,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,145.0
73,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,149.0
73,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,145.0
73,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,136.0
73,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,137.0
74,1,160.0,64,61.0,1,1,0,0,,60.1,T0,235.0
74,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
74,4,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,133.0
74,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
74,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,126.0
74,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,150.99999999999997
74,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,122.99999999999999
75,1,160.0,64,61.0,1,1,0,0,,60.2,T0,594.9999999999999
75,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,580.0
75,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,583.0
75,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,593.0
75,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,799.0
75,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,598.0
75,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,593.0
76,1,160.0,64,61.0,1,1,0,0,,60.1,T0,281.99999999999994
76,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,146.0
76,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,134.0
76,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,133.0
76,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,130.0
76,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
76,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.99999999999997
77,1,160.0,64,61.0,1,1,0,0,,60.2,T0,674.0
77,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,658.0
77,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,659.0
77,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,678.0
77,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,656.0
77,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,718.0
77,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,664.0
78,1,160.0,64,61.0,1,1,0,0,,60.1,T0,308.0
78,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,355.0
78,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,325.0
78,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,336.0
78,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,312.99999999999994
78,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,320.0
78,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,310.99999999999994
79,1,160.0,64,61.0,1,1,0,0,,60.2,T0,806.0
79,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,806.0
79,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,806.0
79,7,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,806.0
79,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,806.0
79,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,616.9999999999999
79,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,799.0
80,1,160.0,64,61.0,1,1,0,0,,60.2,T0,274.0
80,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,593.0
80,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,600.0
80,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,600.0
80,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,654.0
80,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,594.0
80,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,605.0
81,1,160.0,64,61.0,1,1,0,0,,60.2,T0,294.99999999999994
81,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,136.0
81,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,156.0
81,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,138.0
81,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,136.0
81,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,136.0
81,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,139.0
82,1,160.0,64,61.0,1,1,0,0,,60.2,T0,283.99999999999994
82,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,291.0
82,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,283.99999999999994
82,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,317.0
82,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,294.99999999999994
82,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,290.0
82,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,291.0
83,1,160.0,64,61.0,1,1,0,0,,60.2,T0,299.0
83,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,647.0
83,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,636.0
83,7,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,664.0
83,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,615.0
83,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,638.0
83,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,638.9999999999999
84,1,160.0,64,61.0,1,1,0,0,,60.2,T0,619.0
84,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,619.0
84,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,746.9999999999999
84,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,806.0
84,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,656.0
84,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,637.0
84,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,721.0
85,1,160.0,64,61.0,1,1,0,0,,60.1,T0,319.0
85,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,319.0
85,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,319.0
85,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,341.0
85,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,341.0
85,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,323.0
85,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,339.99999999999994
86,1,160.0,64,61.0,1,1,0,0,,60.2,T0,602.0
86,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,752.0
86,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,616.9999999999999
86,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,612.0
86,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,625.9999999999999
86,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,621.0
86,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,601.0
87,1,160.0,64,61.0,1,1,0,0,,60.2,T0,593.0
87,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,588.0
87,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,584.0
87,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,592.0
87,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,553.0
87,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,594.9999999999999
87,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,596.0
88,1,160.0,64,61.0,1,1,0,0,,60.2,T0,605.0
88,3,128.0,64,124.0,38,19,9,10,5.125,1.375,T0,576.9999999999999
88,4,128.0,64,124.0,38,19,10,9,5.125,1.375,T0,694.0
88,7,128.0,64,124.0,38,19,10,9,5.125,1.375,T0,740.0
88,8,128.0,64,124.0,38,19,10,9,5.125,1.375,T0,801.0
88,11,128.0,64,124.0,38,19,9,10,5.125,1.375,T0,777.9999999999999
88,12,128.0,64,124.0,38,19,9,10,5.125,1.375,T0,634.0
89,1,160.0,64,61.0,2,1,1,0,60.05,0.1,T0,137.0
89,3,160.0,64,181.0,44,22,11,11,4.15,4.05,T0,139.0
89,4,160.0,64,123.0,30,15,8,7,4.15,4.05,T0,136.0
89,7,160.0,64,123.0,30,15,8,7,4.15,4.05,T0,138.0
89,8,160.0,64,123.0,30,15,8,7,4.15,4.05,T0,137.0
89,11,160.0,64,123.0,30,15,7,8,4.15,4.05,T0,138.0
89,12,160.0,64,123.0,30,15,8,7,4.15,4.05,T0,140.0
90,1,160.0,64,61.0,1,1,0,0,,60.2,T0,638.9999999999999
90,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,643.9999999999999
90,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,638.9999999999999
90,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,647.9999999999999
90,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,658.0
90,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,656.0
90,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,670.0
91,1,160.0,64,61.0,1,1,0,0,,60.2,T0,650.0
91,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,681.0
91,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,681.0
91,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,682.0
91,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,676.0
91,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,681.0
91,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,676.0
92,1,160.0,64,61.0,1,1,0,0,,60.2,T0,567.9999999999999
92,3,128.0,64,124.0,38,19,10,9,5.125,1.375,T0,517.0
92,4,128.0,64,124.0,38,19,9,10,5.125,1.375,T0,594.0
92,7,128.0,64,124.0,38,19,10,9,5.125,1.375,T0,593.0
92,8,128.0,64,124.0,38,19,9,10,5.125,1.375,T0,514.9999999999999
92,11,128.0,64,124.0,38,19,10,9,5.125,1.375,T0,594.9999999999999
92,12,128.0,64,124.0,38,19,9,10,5.125,1.375,T0,553.0
93,1,160.0,64,61.0,1,1,0,0,,60.2,T0,280.0
93,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,286.0
93,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,286.0
93,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,291.0
93,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,280.0
93,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,285.0
93,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,281.99999999999994
94,1,160.0,64,61.0,1,1,0,0,,60.2,T0,846.0
94,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,846.0
94,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,846.0
94,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,846.0
94,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,806.0
94,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,785.0
94,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,846.0
95,1,160.0,64,61.0,1,1,0,0,,60.1,T0,665.0
95,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,616.9999999999999
95,4,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,690.0
95,7,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,620.0
95,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,799.0
95,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,716.0
95,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,732.9999999999999
96,1,160.0,64,61.0,1,1,0,0,,60.2,T0,627.0
96,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,656.0
96,4,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,649.0
96,7,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,734.0
96,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,799.0
96,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,710.0
96,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,802.0
97,1,160.0,64,61.0,1,1,0,0,,60.2,T0,602.0
97,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,603.0
97,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,638.9999999999999
97,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,598.9999999999999
97,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,620.0
97,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,614.0
97,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,605.0
98,1,160.0,64,61.0,1,1,0,0,,60.2,T0,252.99999999999997
98,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.99999999999997
98,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,113.0
98,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,155.0
98,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,128.0
98,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,138.0
98,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,116.0
99,1,160.0,64,61.0,1,1,0,0,,60.2,T0,475.99999999999994
99,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,678.0
99,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,645.0
99,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,521.0
99,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,701.0
99,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,803.9999999999999
99,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,806.0
100,1,160.0,64,61.0,1,1,0,0,,60.2,T0,630.9999999999999
100,3,128.0,64,123.0,24,12,6,6,5.125,5.125,T0,637.0
100,4,128.0,64,123.0,24,12,6,6,5.125,5.125,T0,630.9999999999999
100,7,128.0,64,123.0,24,12,6,6,5.125,5.125,T0,652.0
100,8,128.0,64,123.0,24,12,6,6,5.125,5.125,T0,638.0
100,11,128.0,64,123.0,24,12,6,6,5.125,5.125,T0,643.9999999999999
100,12,128.0,64,123.0,24,12,6,6,5.125,5.125,T0,655.0
101,1,160.0,64,61.0,1,1,0,0,,60.2,T0,569.0
101,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,643.0
101,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,583.0
101,7,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,592.0
101,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,596.0
101,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,605.0
101,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,600.0
102,1,160.0,64,61.0,1,1,0,0,,60.1,T0,298.0
102,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,151.99999999999997
102,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.99999999999997
102,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,137.0
102,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,138.0
102,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,141.99999999999997
102,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,145.0
103,1,160.0,64,61.0,1,1,0,0,,60.2,T0,649.0
103,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,804.9999999999999
103,4,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,688.9999999999999
103,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,681.0
103,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,638.0
103,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,625.9999999999999
103,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,612.0
104,1,160.0,64,61.0,1,1,0,0,,60.2,T0,327.0
104,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,310.0
104,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,306.0
104,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,310.99999999999994
104,8,160.0,64,106.0,26,13,7,6,4.1,4.1,T0,312.99999999999994
104,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,308.0
104,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,310.0
105,1,160.0,64,61.0,1,1,0,0,,60.2,T0,294.0
105,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,297.0
105,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,312.0
105,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,323.0
105,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,329.0
105,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,320.0
105,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,318.0
106,1,160.0,64,61.0,1,1,0,0,,60.2,T0,621.9999999999999
106,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,611.0
106,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,602.0
106,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,638.0
106,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,619.0
106,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,615.0
